center,E01017943,E01017944,E01017945,E01017946,E01017947,E01017948,E01017949,E01017950,E01017951,E01017952,E01017953,E01017954,E01017955,E01017956,E01017957,E01017958,E01017959,E01017960,E01017961,E01017962,E01017963,E01017964,E01017965,E01017966,E01017967,E01017968,E01017969,E01017971,E01017972,E01017973,E01017974,E01017975,E01017976,E01017977,E01017978,E01017979,E01017980,E01017983,E01017984,E01017985,E01017986,E01017987,E01017988,E01017989,E01017990,E01017991,E01017992,E01017993,E01017994,E01017995,E01017996,E01017997,E01017998,E01017999,E01018000,E01018001,E01018002,E01018003,E01018005,E01018006,E01018007,E01018008,E01018009,E01018010,E01032792,E01032794,E01032795,E01032797,E01032802
0.0,0.0177367860943597,0.002280443926417676,0.010135306339634116,0.00177367860943597,0.008108245071707293,0.0012669132924542645,0.006081183803780469,0.002280443926417676,0.00045608878528353514,0.0010135306339634116,0.0007601479754725586,0.0020270612679268232,0.0005067653169817058,0.01520295950945117,0.0007601479754725586,0.0709471443774388,0.0040541225358536465,0.020270612679268232,0.0007601479754725586,0.009121775705670705,0.0012669132924542645,0.0015202959509451172,0.0015202959509451172,0.02280443926417676,0.00354735721887194,0.0012669132924542645,0.0040541225358536465,0.06081183803780468,0.00045608878528353514,0.0040541225358536465,0.0040541225358536465,0.00177367860943597,0.0030405919018902344,0.0030405919018902344,0.0015202959509451172,0.002533826584908529,0.00177367860943597,0.040541225358536465,0.03040591901890234,0.009121775705670705,0.03040591901890234,0.0177367860943597,0.00354735721887194,0.00354735721887194,0.012669132924542642,0.0177367860943597,0.0020270612679268232,0.012669132924542642,0.0015202959509451172,0.1418942887548776,0.01520295950945117,0.006081183803780469,0.002533826584908529,0.00709471443774388,0.0040541225358536465,0.0007601479754725586,0.010135306339634116,0.0015202959509451172,0.05067653169817057,0.00354735721887194,0.0030405919018902344,0.002280443926417676,0.0177367860943597,0.00354735721887194,0.00709471443774388,0.010135306339634116,0.05067653169817057,0.18243551411341408,0.0030405919018902344
