center,E01017943,E01017944,E01017945,E01017946,E01017947,E01017948,E01017949,E01017950,E01017951,E01017952,E01017953,E01017954,E01017955,E01017956,E01017957,E01017958,E01017959,E01017960,E01017961,E01017962,E01017963,E01017964,E01017965,E01017966,E01017967,E01017968,E01017969,E01017971,E01017972,E01017973,E01017974,E01017975,E01017976,E01017977,E01017978,E01017979,E01017980,E01017983,E01017984,E01017985,E01017986,E01017987,E01017988,E01017989,E01017990,E01017991,E01017992,E01017993,E01017994,E01017995,E01017996,E01017997,E01017998,E01017999,E01018000,E01018001,E01018002,E01018003,E01018005,E01018006,E01018007,E01018008,E01018009,E01018010,E01032792,E01032794,E01032795,E01032797,E01032802
0.0,0.175,0.0225,0.1,0.0175,0.08,0.0125,0.06,0.0225,0.0045,0.01,0.0075,0.02,0.005,0.15,0.0075,0.7,0.04,0.2,0.0075,0.09,0.0125,0.015,0.015,0.225,0.035,0.0125,0.04,0.6,0.0045,0.04,0.04,0.0175,0.03,0.03,0.015,0.025,0.0175,0.4,0.3,0.09,0.3,0.175,0.035,0.035,0.125,0.175,0.02,0.125,0.015,1.4,0.15,0.06,0.025,0.07,0.04,0.0075,0.1,0.015,0.5,0.035,0.03,0.0225,0.175,0.035,0.07,0.1,0.5,1.8,0.03
